顾客编号,1月消费金额,2月消费金额,3月消费金额,4月消费金额,1月消费天数,2月消费天数,3月消费天数,4月消费天数
2536,0,0,0,19.8,0,0,0,1
2537,0,0,0,26.99,0,0,0,2
2538,0,0,0,74.2,0,0,0,1
2539,0,0,0,41.83,0,0,0,1
2540,0,0,0,37.87,0,0,0,1
2541,0,0,0,17.84,0,0,0,1
2542,0,0,0,49.09,0,0,0,1
2543,0,0,0,49,0,0,0,1
2544,0,0,0,86.9,0,0,0,1
2545,0,0,0,77.6,0,0,0,1
2546,0,0,0,71.47,0,0,0,1
2547,0,0,0,33.47,0,0,0,1
2548,0,0,0,15.8,0,0,0,1
2549,0,0,0,108.8,0,0,0,1
2550,0,0,0,281.5,0,0,0,1
2551,0,0,0,71.84,0,0,0,1
2552,0,0,0,65.5,0,0,0,1
2553,0,0,0,263.2,0,0,0,1
2554,0,0,0,53.9,0,0,0,1
2555,0,0,0,62.6,0,0,0,1
2556,0,0,0,43.21,0,0,0,1
2557,0,0,0,79.33,0,0,0,1
2558,0,0,0,3.5,0,0,0,1
2559,0,0,0,23.44,0,0,0,1
2560,0,0,0,104.49,0,0,0,3
2561,0,0,0,36,0,0,0,1
2562,0,0,0,18,0,0,0,1
2563,0,0,0,17.3,0,0,0,1
2564,0,0,0,36.39,0,0,0,1
2565,0,0,0,7.5,0,0,0,1
2566,0,0,0,46.72,0,0,0,1
2567,0,0,0,82.25,0,0,0,2
2568,0,0,0,12.32,0,0,0,1
2569,0,0,0,13.8,0,0,0,1
2570,0,0,0,55.5,0,0,0,1
2571,0,0,0,89.7,0,0,0,1
2572,0,0,0,19.36,0,0,0,1
2573,0,0,0,14.4,0,0,0,1
2574,0,0,0,19.27,0,0,0,1
2575,0,0,0,37.3,0,0,0,1
2576,0,0,0,51.1,0,0,0,1
2577,0,0,0,23,0,0,0,1
2578,0,0,0,4.77,0,0,0,1
2579,0,0,0,7.12,0,0,0,1
2580,0,0,0,57.2,0,0,0,1
2581,0,0,0,80.85,0,0,0,1
2582,0,0,0,163.2,0,0,0,1
2583,0,0,0,66.76,0,0,0,1
2584,0,0,0,15.9,0,0,0,1
2585,0,0,0,43.47,0,0,0,1
2586,0,0,0,119.2,0,0,0,1
2587,0,0,0,47.85,0,0,0,1
2588,0,0,0,49.1,0,0,0,1
2589,0,0,0,11.4,0,0,0,1
2590,0,0,0,110.64,0,0,0,1
2591,0,0,0,30.8,0,0,0,1
2592,0,0,0,26.05,0,0,0,1
2593,0,0,0,45.11,0,0,0,1
2594,0,0,0,53.64,0,0,0,1
2595,0,0,0,52.5,0,0,0,1
2596,0,0,0,15.9,0,0,0,1
2597,0,0,0,19.8,0,0,0,2
2598,0,0,0,14.9,0,0,0,1
2599,0,0,0,57.02,0,0,0,1
2600,0,0,0,50.9,0,0,0,1
2601,0,0,0,96.8,0,0,0,1
2602,0,0,0,79.5,0,0,0,1
2603,0,0,0,96.2,0,0,0,1
2604,0,0,0,109.4,0,0,0,1
2605,0,0,0,76.99,0,0,0,1
2606,0,0,0,59,0,0,0,1
2607,0,0,0,25.17,0,0,0,1
2608,0,0,0,59.88,0,0,0,1
2609,0,0,0,30.8,0,0,0,1
2610,0,0,0,15.8,0,0,0,1
2611,0,0,0,9.9,0,0,0,1
